 4.00404621537470e-001    1.69069709047915e+003
 4.03953118291803e-001    1.72415353298960e+003
 4.08217002609806e-001    1.75714142928536e+003
 4.12241792382941e-001    1.79108104484343e+003
 4.16266582156076e-001    1.82502066040151e+003
 4.20291751143399e-001    1.85848295364513e+003
 4.24555256247215e-001    1.89194817225534e+003
 4.29057476681713e-001    1.92493899391768e+003
 4.33798033232706e-001    1.95793274094660e+003
 4.39015262016688e-001    1.99093233870869e+003
 4.44470826917165e-001    2.02393486183737e+003
 4.49688055701147e-001    2.05693445959947e+003
 4.54428612252140e-001    2.08992820662839e+003
 4.59645841036122e-001    2.12292780439049e+003
 4.65340500481467e-001    2.15497860825685e+003
 4.71035159926812e-001    2.18702941212321e+003
 4.76490724827288e-001    2.22003193525189e+003
 4.82661677291436e-001    2.25256591216587e+003
 4.89071724300451e-001    2.28414816981753e+003
 4.94766383745797e-001    2.31619897368389e+003
 4.99983612529779e-001    2.34919857144598e+003
 5.05678271975124e-001    2.38124937531234e+003
 5.12326655100634e-001    2.41283455833059e+003
 5.19212995128452e-001    2.44489998902988e+003
 5.25384326806786e-001    2.47695664362940e+003
 5.30840270921450e-001    2.50948184444363e+003
 5.36296215036113e-001    2.54200704525786e+003
 5.42467546714448e-001    2.57406369985739e+003
 5.48877593723464e-001    2.60564595750905e+003
 5.55525976848974e-001    2.63723114052730e+003
 5.62173980760297e-001    2.66929364586000e+003
 5.69060320788115e-001    2.70135907655928e+003
 5.76185755360802e-001    2.73247278799625e+003
 5.83072474602807e-001    2.76406089638108e+003
 5.89959193844812e-001    2.79564900476591e+003
 5.96607576970322e-001    2.82723418778416e+003
 6.02779287862844e-001    2.85881352006923e+003
 6.09666007104849e-001    2.89040162845407e+003
 6.17029777794030e-001    2.92151826525762e+003
 6.24155212366716e-001    2.95263197669458e+003
 6.31280267725216e-001    2.98422301044600e+003
 6.38644038414397e-001    3.01533964724955e+003
 6.46246145220073e-001    3.04645920941968e+003
 6.53609915909254e-001    3.07757584622323e+003
 6.60734971267754e-001    3.10916687997465e+003
 6.68337078073429e-001    3.14028644214478e+003
 6.76177900209787e-001    3.17093160736705e+003
 6.84019101560331e-001    3.20109945027486e+003
 6.91621587580194e-001    3.23174169013054e+003
 6.98985358269375e-001    3.26285832693409e+003
 7.06587465075051e-001    3.29397788910423e+003
 7.13951614978419e-001    3.32461720359333e+003
 7.21554100998281e-001    3.35525944344901e+003
 7.29156207803957e-001    3.38637900561914e+003
 7.36758314609633e-001    3.41749856778928e+003
 7.44599136745990e-001    3.44814373301154e+003
 7.52440338096534e-001    3.47831157591936e+003
 7.59804108785716e-001    3.50942821272291e+003
 7.67167879474897e-001    3.54054484952646e+003
 7.74770365494759e-001    3.57118708938214e+003
 7.82134515398128e-001    3.60182640387124e+003
 7.89498286087309e-001    3.63294304067478e+003
 7.97338729009479e-001    3.66406552821150e+003
 8.05417887262331e-001    3.69471361880036e+003
 8.13497424729370e-001    3.72488438707476e+003
 8.21338246865727e-001    3.75552955229702e+003
 8.29179069002084e-001    3.78617471751929e+003
 8.37258227254936e-001    3.81682280810814e+003
 8.45099049391294e-001    3.84746797333041e+003
 8.52939492313464e-001    3.87859046086713e+003
 8.61257365896997e-001    3.90876415450811e+003
 8.69813954811212e-001    3.93846345120123e+003
 8.78370543725427e-001    3.96816274789435e+003
 8.86927132639642e-001    3.99786204458746e+003
 8.95483342339670e-001    4.02803866359503e+003
 9.04039931253885e-001    4.05773796028815e+003
 9.12596520168100e-001    4.08743725698127e+003
 9.21153109082315e-001    4.11713655367438e+003
 9.29948413327212e-001    4.14636145341963e+003
 9.38743717572108e-001    4.17558635316488e+003
 9.47299927272136e-001    4.20576297217245e+003
 9.56094852302846e-001    4.23546519423215e+003
 9.64890156547742e-001    4.26469009397740e+003
 9.73685460792639e-001    4.29391499372265e+003
 9.82957437270525e-001    4.32314574420107e+003
 9.91991077631916e-001    4.35237356931290e+003
 1.00102471799331e+000    4.38160139442474e+003
 1.01029707368538e+000    4.41035482258871e+003
 1.01956905016327e+000    4.43958557306712e+003
 1.02860306973884e+000    4.46833607586451e+003
 1.03835209766391e+000    4.49709535476164e+003
 1.04857855625033e+000    4.52490583976305e+003
 1.05856667872026e+000    4.55271339939786e+003
 1.06807737052883e+000    4.58146975292841e+003
 1.07734972622090e+000    4.61022318109238e+003
 1.08709913336015e+000    4.63850513767507e+003
 1.09684854049940e+000    4.66678709425775e+003
 1.10659794763865e+000    4.69506905084043e+003
 1.11610901866140e+000    4.72334808205653e+003
 1.12585842580065e+000    4.75163003863922e+003
 1.13584616905639e+000    4.77991492058849e+003
 1.14559557619564e+000    4.80819687717117e+003
 1.15534498333489e+000    4.83647883375385e+003
 1.16557144192132e+000    4.86428931875526e+003
 1.17627533116910e+000    4.89115100986092e+003
 1.18697959963108e+000    4.91753537865214e+003
 1.19768348887887e+000    4.94439706975780e+003
 1.20814828358179e+000    4.97221048012579e+003
 1.21813602683753e+000    5.00049536207506e+003
 1.22836286463814e+000    5.02782852476201e+003
 1.23882803855525e+000    5.05516461281554e+003
 1.24953192780304e+000    5.08202630392121e+003
 1.26095120461450e+000    5.10841944881218e+003
 1.27213252452365e+000    5.13433234602211e+003
 1.28307474988793e+000    5.16119696249436e+003
 1.29401735446640e+000    5.18758425665216e+003
 1.30543738970623e+000    5.21302275691423e+003
 1.31757357093811e+000    5.23703806633269e+003
 1.32970975216999e+000    5.26105337575115e+003
 1.34160683885699e+000    5.28602040443193e+003
 1.35350392554400e+000    5.31098743311271e+003
 1.36563972756169e+000    5.33548006484563e+003
 1.37777552957938e+000    5.35997269657854e+003
 1.38991133159707e+000    5.38446532831145e+003
 1.40228584894545e+000    5.40848356309650e+003
 1.41442165096314e+000    5.43297619482941e+003
 1.42655783219501e+000    5.45699150424788e+003
 1.43893272875757e+000    5.48053241671847e+003
 1.45130762532013e+000    5.50407332918906e+003
 1.46344380655201e+000    5.52808863860753e+003
 1.47581870311457e+000    5.55162955107812e+003
 1.48867065112430e+000    5.57469899196743e+003
 1.50152297834822e+000    5.59729111054229e+003
 1.51437492635796e+000    5.62036055143160e+003
 1.52722687436769e+000    5.64342999232091e+003
 1.54007882237743e+000    5.66649943321022e+003
 1.55293114960135e+000    5.68909155178508e+003
 1.56578347682527e+000    5.71168367035994e+003
 1.57887414016569e+000    5.73427871430139e+003
 1.59172646738961e+000    5.75687083287625e+003
 1.60434007928285e+000    5.77993734839897e+003
 1.61743112183746e+000    5.80205507002596e+003
 1.63052254360625e+000    5.82369546933850e+003
 1.64361320694666e+000    5.84629051327995e+003
 1.65670387028708e+000    5.86888555722139e+003
 1.66979491284168e+000    5.89100327884838e+003
 1.68336338605765e+000    5.91217220657964e+003
 1.69669314394293e+000    5.93381553125876e+003
 1.71026161715890e+000    5.95498445899002e+003
 1.72383009037487e+000    5.97615338672127e+003
 1.73739856359083e+000    5.99732231445253e+003
 1.75096665759261e+000    6.01896856449824e+003
 1.76429603626371e+000    6.04108921149182e+003
 1.77786450947968e+000    6.06225813922307e+003
 1.79191003414282e+000    6.08295559537305e+003
 1.80547888657297e+000    6.10364720078985e+003
 1.81880902367245e+000    6.12481320315452e+003
 1.83261659143328e+000    6.14503041162346e+003
 1.84666363295317e+000    6.16381857851562e+003
 1.86094901058956e+000    6.18260967077437e+003
 1.87475657835039e+000    6.20282687924331e+003
 1.88856376689704e+000    6.22352141002669e+003
 1.90260967077437e+000    6.24374154386222e+003
 1.91713338452725e+000    6.26253556148755e+003
 1.93141876216363e+000    6.28132665374630e+003
 1.94546504525515e+000    6.30106946526737e+003
 1.95927223380180e+000    6.32176399605075e+003
 1.97308018077682e+000    6.34150388220524e+003
 1.98736593762739e+000    6.35981765214954e+003
 2.00189003059446e+000    6.37813434746042e+003
 2.01641412356153e+000    6.39645104277130e+003
 2.03093783731441e+000    6.41524506039663e+003
 2.04522321495079e+000    6.43403615265538e+003
 2.05974806634623e+000    6.45139820333736e+003
 2.07498868451953e+000    6.46781438549018e+003
 2.09046763880932e+000    6.48423349300959e+003
 2.10546992086613e+000    6.50064674979583e+003
 2.12047258213712e+000    6.51658268426762e+003
 2.13571395873879e+000    6.53204422179154e+003
 2.15119405067114e+000    6.54703136236760e+003
 2.16643542727281e+000    6.56249289989152e+003
 2.18167718308867e+000    6.57747711510099e+003
 2.19715765423521e+000    6.59198693336259e+003
 2.21287684071244e+000    6.60602235467632e+003
 2.22859602718966e+000    6.62005777599005e+003
 2.24431521366688e+000    6.63409319730379e+003
 2.26003440014410e+000    6.64812861861752e+003
 2.27575396583551e+000    6.66168671761680e+003
 2.29147353152692e+000    6.67524481661608e+003
 2.30719309721833e+000    6.68880291561536e+003
 2.32315175745461e+000    6.70140929535232e+003
 2.33911079690507e+000    6.71353835277483e+003
 2.35530855168622e+000    6.72519301324947e+003
 2.37150630646736e+000    6.73684767372411e+003
 2.38746458748945e+000    6.74993137577553e+003
 2.40318453239505e+000    6.76301215246036e+003
 2.41938190796201e+000    6.77514413524945e+003
 2.43558004195734e+000    6.78632147340964e+003
 2.45177855516686e+000    6.79702148925537e+003
 2.46821540449288e+000    6.80772443046769e+003
 2.48465263303308e+000    6.81795004936556e+003
